,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,389.39722,389.4359,386.83887,388.1354,388.119,386.81833,388.11597,384.24002,388.11832,386.8352,385.5239,381.59146,376.38156,378.98346,378.97046,380.32788,380.3255,381.62326,386.8221,389.43228,389.4376,389.45694,390.7381,390.74045,390.72314,390.7448,389.45108,390.71082,389.46002,390.74915,389.44272
11,202.83232,204.08751,202.83272,202.83456,204.1305,202.82906,202.81543,202.80742,202.81374,204.0841,202.82051,204.11394,214.5841,215.85641,215.84563,211.91966,209.31265,206.70958,204.13805,205.4381,205.3941,206.73016,206.71645,206.70381,205.43762,205.4528,205.44359,208.01137,206.70255,205.41779,208.03918
12,433.8848,433.87976,433.8409,433.88675,433.87598,433.8716,435.12482,436.4201,437.74432,440.36304,441.6718,442.9534,443.00107,444.2878,444.2934,445.58282,445.60693,446.89218,448.1826,448.18375,448.18716,446.8565,445.60098,444.30457,444.25064,444.21677,442.97876,442.99918,442.91083,442.91684,442.9314
13,329.3758,329.3533,328.14197,329.3567,328.15265,328.14423,328.08765,328.0362,326.75214,324.16287,321.59088,320.2442,318.9679,317.69345,317.6938,318.9256,318.94394,318.95642,318.99374,318.96848,320.25168,322.86252,324.18222,325.50992,325.47104,326.76538,326.8088,328.0728,328.13168,328.13412,328.12863
14,390.76404,390.755,390.76074,390.78702,392.08508,393.36264,399.8411,401.15024,402.5322,406.41302,410.336,412.92368,416.8575,420.76514,423.34094,429.87595,432.49496,433.85083,441.6389,444.21228,444.3361,449.47595,452.11072,453.37823,453.42105,454.64334,454.6778,454.6514,453.4525,454.6591,453.4284
15,284.98077,279.83505,277.20682,275.88123,271.97635,266.8025,265.46884,262.8164,256.35406,254.95871,249.76616,245.88007,244.5206,239.35391,236.73227,236.73277,236.78102,236.74501,240.64545,244.60905,247.1557,253.66893,256.30594,261.55252,264.1503,265.49756,268.0512,268.0985,269.3946,273.2978,270.69672
16,328.0683,328.06528,318.98016,324.18063,318.9458,316.36423,317.6583,317.66434,313.74054,316.36197,320.259,317.66412,317.63193,326.77283,316.3649,317.6366,318.9559,318.9703,316.32794,318.97653,320.26608,316.32504,318.96292,326.81003,317.67096,318.98672,316.3332,313.75668,318.94772,317.6449,317.67523
17,389.45166,392.07706,399.87216,393.3528,397.28497,402.49402,398.58304,407.72083,405.10968,399.87735,402.50586,397.28067,402.49203,412.94467,406.4227,403.81042,402.492,397.2834,402.4897,399.88486,401.1976,402.51526,398.58936,398.5831,403.80252,405.11813,402.48322,402.5017,402.51083,402.4847,398.59103
18,274.59305,271.978,270.6789,274.56595,269.35126,269.3528,271.97357,266.7381,266.7555,268.08252,271.98325,269.35852,270.66623,273.27075,269.38,269.3805,268.08643,270.68527,269.36105,270.6665,270.6809,268.0878,270.67917,275.9141,269.38162,270.678,269.37018,266.78867,271.9798,271.95325,270.66684
19,402.49588,403.78876,405.11728,402.52167,406.39838,407.71112,403.8103,409.0093,409.00342,405.10147,409.00772,405.11606,409.01355,412.94324,410.32068,407.701,407.70856,403.8068,405.12115,403.8207,403.798,405.1239,402.5294,402.48917,407.72748,409.00644,405.12302,405.123,406.42285,403.80023,403.79242
20,380.304,381.60843,369.87335,372.4724,368.56345,364.6546,363.33282,368.55338,362.0321,367.24448,368.56616,365.94644,364.64322,376.38748,363.36102,369.85828,367.24362,371.1608,364.64432,371.16327,371.1802,369.85254,369.86365,373.78802,372.4785,371.14838,364.6509,360.7489,364.65735,367.24872,368.54352
21,389.43683,393.37048,392.06317,390.74835,393.37448,395.97366,394.6733,411.62012,410.32596,393.35202,395.9818,393.36475,406.40912,415.54965,415.54282,411.6348,407.71872,394.6745,401.18808,401.1862,403.80923,399.8911,398.5865,398.57404,406.40717,415.54114,401.19012,403.7932,405.1062,395.97845,393.37335
22,305.9058,305.91855,305.92108,305.9088,305.91995,305.91516,305.90988,305.92316,307.13715,307.14536,307.15924,307.17358,307.17267,307.18164,307.21017,307.22278,307.2437,307.26404,307.27524,308.46667,308.47552,308.4809,308.498,308.4969,308.51218,308.52725,308.53015,308.54504,308.55936,308.55444,308.55872
23,115.35127,116.625824,116.64963,115.37964,115.37224,115.340805,114.049355,112.77249,112.75692,112.73275,111.47992,111.447,111.437065,111.443085,111.429184,111.41981,110.21104,110.20264,110.20731,110.20572,110.204895,111.423164,111.41667,111.41637,110.213875,110.20362,110.20211,110.182434,110.16936,110.17609,110.16104
24,335.93982,337.17966,335.92487,335.9166,335.93994,335.9283,337.19128,335.95218,337.20428,337.19324,337.20767,337.2399,337.24225,337.2549,338.46637,338.4679,338.47537,338.4918,338.50082,338.51172,338.5289,338.54477,338.54553,338.5659,338.5653,338.5745,338.58276,338.59637,339.79166,339.7924,339.80624
25,117.97503,119.197014,119.206276,119.204605,119.20571,119.20382,119.188515,117.98446,117.97176,117.94183,117.921074,117.909065,116.68209,116.67467,116.66383,116.65979,116.6418,116.66188,116.671,117.919365,117.92114,117.94972,117.97159,117.97331,117.958145,117.938156,117.927246,117.9106,116.67574,116.67179,116.659195
26,286.39108,287.58377,287.59796,287.59503,287.60367,287.6163,287.62967,287.64096,287.66943,287.70093,287.707,288.94797,288.93402,288.98358,290.24362,290.24667,291.55502,291.5378,291.5807,292.8527,292.861,294.1852,295.4237,295.4161,294.18558,295.44647,295.43985,295.46,295.43228,295.4178,295.45724
27,121.88312,121.91794,121.90192,121.874565,121.891495,121.896774,121.90229,120.6438,121.88214,121.92264,121.89392,121.879974,121.86132,120.647835,120.63054,120.64182,120.58434,120.569756,120.541626,120.51778,120.530846,119.31639,119.279305,120.54219,119.2151,119.24827,119.24722,119.31852,119.281815,119.284195,119.26627
28,354.20007,355.50644,355.48395,355.50616,356.78107,355.517,355.48346,355.52795,355.52267,356.80847,356.82584,358.07376,358.0683,359.36047,359.3619,359.3751,359.3996,359.41138,359.42096,359.46393,360.67517,360.7143,360.71765,360.72424,360.72562,360.76193,360.7687,360.75827,360.74844,360.76337,360.7768
29,131.00359,130.9887,131.01744,131.01099,130.98053,131.01625,131.06387,131.05174,131.05904,131.04892,131.05371,131.08417,132.305,131.04903,131.07529,131.07042,131.06154,132.31242,132.31523,132.30559,131.08954,132.31769,132.3289,132.31805,132.31882,132.3148,132.31396,132.33295,132.3355,132.30513,132.31473
30,385.88358,385.30063,385.3817,386.43527,387.9931,389.8158,393.106,395.98108,399.72784,401.4793,406.2604,409.27774,413.6814,416.5531,421.30923,424.2329,429.1042,432.40512,437.5686,441.0259,444.48502,447.9642,449.02728,450.6355,452.108,452.248,453.1858,453.21222,453.03763,453.15317,453.03424
31,282.63226,280.56006,277.5821,274.02814,270.41144,266.69293,262.9661,259.2105,254.67207,250.93071,247.26938,242.54071,240.3952,236.57954,235.3157,233.51785,234.00754,234.38435,237.24265,240.23515,242.9115,246.0423,247.2237,251.44255,253.55725,255.00612,257.4201,260.317,259.74548,261.07187,262.83636
32,378.01038,376.52383,376.0533,378.53836,380.2339,381.95892,387.2158,391.9996,397.27905,400.51474,405.77847,408.7959,413.2271,415.6655,418.646,424.2329,430.04034,432.40512,438.04633,441.9638,445.43158,446.53854,442.84442,439.6395,442.94736,443.49374,443.94028,442.16302,442.81677,442.88055,442.9066
33,267.37796,264.4692,259.90726,257.74075,253.92313,251.47026,249.22229,246.76839,243.40762,238.87343,236.66669,231.45848,229.03842,225.48451,221.11179,222.02327,222.77356,222.47614,225.30002,229.44937,232.4995,232.73596,234.85799,230.88486,236.20023,238.95668,242.33531,242.0618,243.68417,244.9292,245.47469
34,365.21646,362.871,363.7791,366.693,368.5951,367.71835,377.3988,380.05518,388.4634,391.83347,398.0674,399.64102,405.50452,408.56467,410.65628,416.87637,422.08295,424.30753,427.5368,433.0538,436.91266,426.10382,427.1495,431.51205,432.3403,433.28046,433.72156,433.03543,432.59595,432.60797,432.29666
35,255.07613,251.30399,246.65112,242.44048,237.91977,237.72073,238.4236,234.3263,232.63293,227.29842,225.10011,218.93073,215.86455,212.61426,206.02011,209.60913,210.60341,209.61525,211.92429,215.38097,220.19438,213.72691,213.45578,218.45462,220.28964,223.39359,226.76393,226.68898,227.62285,228.78653,229.07755
36,354.8829,351.65616,351.01395,354.35403,355.01648,354.95093,366.10925,368.60843,377.68872,382.66992,387.94666,387.5951,395.51053,398.35724,400.89108,411.81876,415.0617,417.1626,403.17386,425.08173,428.867,415.64883,418.113,420.038,421.2511,421.60812,422.04303,421.5058,421.4017,421.8462,421.20447
37,249.66331,242.52718,235.84982,232.07578,227.25087,221.51595,230.07916,222.87955,223.32751,220.54634,216.42519,206.88481,207.68765,202.40683,194.03555,204.09174,204.05026,202.94666,192.81609,206.47098,209.78238,202.32147,204.8949,207.93674,210.64685,213.18031,215.08539,215.63979,216.4286,217.53558,217.98535
38,347.00974,342.87936,340.7036,343.4958,345.80243,347.09406,351.87463,361.64084,368.87305,370.61264,376.3801,379.40387,384.15375,388.14978,381.3607,382.85242,406.16815,390.9645,393.61978,430.24014,401.41718,403.76816,407.1741,409.99817,412.09045,412.8539,413.77072,413.8194,413.1277,413.53027,413.0059
39,257.04443,256.6676,227.0124,221.21751,217.06693,213.65907,214.86282,211.43282,220.38896,215.72342,210.64189,205.4393,201.32785,197.96881,182.49486,182.02214,192.3482,181.03552,182.30658,217.72571,188.95836,190.44083,193.4804,196.46266,199.55765,201.99434,203.89346,205.07098,205.72105,206.77382,207.37544
40,360.78778,359.94537,362.3062,364.71875,366.17035,368.70044,371.5086,375.57602,380.62726,384.5991,388.4286,392.8953,397.3276,402.79526,407.5492,412.27856,417.8702,421.44955,426.1037,431.17804,433.59973,437.034,439.0396,442.9861,443.91165,444.95276,445.40012,446.00623,445.2503,445.32642,445.8002
41,254.09198,251.7916,247.14209,243.4276,238.88968,236.73863,233.5151,229.34944,225.7763,220.06404,215.94324,210.7395,206.77911,204.18204,200.24977,200.41347,201.70985,201.51765,204.281,209.28467,210.72893,213.25168,216.3094,220.36697,222.2182,223.87993,226.76393,229.09099,228.10956,229.76488,231.00662
42,350.45425,350.68097,352.48685,354.35403,356.47134,358.87936,361.69162,363.6316,369.36282,373.98868,378.30786,382.2949,387.33365,391.7002,397.34012,403.54266,408.50854,414.30463,418.46042,423.20593,427.44717,432.28174,436.6616,439.6395,442.46524,443.98007,443.94028,444.56503,443.7902,444.83725,443.87112
43,244.74257,242.03958,238.79564,235.03711,231.13048,227.4086,222.22557,215.91197,211.08356,206.55988,201.00308,195.80257,192.24242,187.31758,185.60197,183.86128,183.45464,184.36983,186.12822,189.5889,194.16437,198.51967,202.9925,208.41481,211.61113,215.61205,217.51842,219.48299,220.32225,221.44896,222.32578
44,343.56522,343.85455,346.59525,348.43137,350.167,352.0046,354.81973,357.65936,362.5062,367.2366,371.56067,376.03104,380.97385,386.37457,392.45752,398.02527,403.82773,409.065,414.16107,418.9854,423.1877,429.4304,433.80795,437.72717,439.5724,441.062,441.99387,442.16302,442.81677,441.41306,442.42432
45,239.32976,236.67596,232.90402,227.63376,224.34117,220.53383,215.35368,210.43744,203.24742,198.36092,192.81009,188.09319,184.97408,179.77295,177.16838,175.1254,176.43341,176.27223,178.00723,181.14784,185.17218,190.91605,196.80963,202.1997,206.78973,209.77588,211.67915,215.15938,215.45518,216.55725,217.02081
46,339.13654,339.46616,340.21265,343.4958,345.80243,347.5851,350.40207,352.68253,358.09836,362.89597,367.2232,371.6945,377.33966,382.82416,388.46265,393.88724,400.08307,404.77805,410.81714,415.23383,420.82135,426.10382,432.38113,435.81482,439.09024,440.57565,441.02066,441.2022,441.35666,440.9239,440.01297
47,232.44072,229.84955,226.52144,220.72395,216.58197,212.67697,209.95433,204.46523,196.88055,191.60883,185.58098,180.86565,177.70573,172.67212,169.62256,167.30908,166.60367,167.22198,169.40855,172.7068,178.07307,183.31242,189.67557,195.98459,200.0398,203.93973,207.2997,208.43378,209.6147,210.68718,211.23358
48,358.8195,358.97018,359.3604,361.75742,363.7456,366.24518,369.5452,372.09222,377.19894,381.70535,384.09113,390.00427,394.1477,399.68863,404.44208,409.06006,415.5298,420.02057,424.19287,429.30225,433.59973,437.50925,441.89322,446.3327,447.28662,448.3572,448.80634,448.8886,449.14398,448.75064,448.21155
49,264.42554,261.5436,257.9434,254.77942,250.52847,246.55971,242.3504,236.81471,231.65341,226.33383,223.17235,217.48521,213.59319,210.83907,207.35173,207.31021,207.79492,207.70993,209.53577,214.44308,217.35475,220.8553,224.39468,230.40677,231.86098,235.0659,237.46925,238.69899,239.79051,241.01582,242.0988
50,339.6286,343.85455,351.01395,351.3927,353.56165,355.442,359.23737,362.63623,365.9345,370.61264,374.93427,378.92206,385.0623,389.925,396.00848,401.24374,407.1043,411.44666,417.505,422.26804,426.50064,431.80652,437.6128,443.4642,445.8402,446.89816,447.83313,447.44742,447.19714,447.2831,446.76474
51,258.02856,255.6924,254.01564,250.83095,246.64888,240.66707,234.98766,227.3587,220.87872,215.72342,209.67801,204.95747,201.32785,197.96881,196.69879,194.4363,194.68861,195.3254,197.11543,198.96783,203.15656,209.44987,216.3094,222.7574,226.0753,229.22975,231.62999,233.89499,234.92345,235.63493,236.79385
52,339.13654,340.44135,343.6494,343.98935,346.28738,348.56723,351.87463,355.66864,360.0574,363.37827,367.2232,371.21265,375.97687,380.16138,387.13104,394.8068,399.615,402.3964,414.16107,419.45435,426.02737,431.80652,436.6616,439.6395,442.94736,444.46643,445.40012,445.0454,444.27692,444.83725,443.87112
53,259.99686,254.7172,251.5608,247.86961,243.25423,236.73863,231.06087,223.37723,214.02211,208.97133,203.41278,198.21176,194.96805,191.31178,190.0407,188.9189,187.66737,188.65678,188.99445,189.5889,194.16437,202.32147,211.07776,220.36697,224.14674,226.79802,229.68356,231.01259,232.0032,232.6999,233.41797
54,338.64447,338.97855,339.2307,340.0409,341.92285,344.14774,347.45697,351.18948,354.1803,358.07306,361.92188,365.91245,370.07132,374.39194,378.2536,393.42743,385.5725,389.53552,410.33945,416.17172,422.71445,428.95517,434.28357,437.72717,441.50095,442.0347,444.9135,445.0454,443.7902,443.36975,442.9066
55,260.48892,253.742,250.08789,244.90826,240.34453,234.28336,227.13406,219.39575,203.24742,199.3255,193.77397,190.02054,186.79117,184.21097,183.3826,181.56236,180.64615,181.51186,183.262,186.30626,190.37817,198.51967,207.74854,217.02037,221.25392,223.39359,226.27733,227.64978,228.59627,229.76488,230.04208
56,358.32742,357.995,358.86945,359.78317,361.8058,363.29886,367.09097,371.09686,373.77063,378.3293,382.64532,387.5951,391.87637,397.02582,401.77884,407.68073,412.7213,417.1626,422.28207,426.9575,431.70663,436.55878,441.41763,443.9423,446.80447,447.3845,447.34653,447.92783,447.68384,447.77228,447.247
57,276.2353,273.24603,270.2176,266.6248,262.65222,257.3629,253.1491,246.76839,242.4281,236.94426,231.84727,226.6401,222.22435,218.82748,216.22919,215.12653,215.75232,215.33119,217.17903,221.47728,224.92712,229.40938,234.85799,239.01231,242.95018,246.25188,248.17458,250.22859,251.47147,252.75594,253.67326
58,338.64447,338.97855,349.05008,349.91202,350.167,351.0225,355.31058,359.15244,362.01645,366.7543,370.5968,376.03104,381.4281,386.37457,392.9014,398.02527,403.82773,409.065,414.6388,416.64066,422.71445,429.4304,436.6616,442.9861,444.39377,447.3845,447.34653,446.967,447.68384,446.79395,447.247
59,279.6798,276.17163,271.19952,267.6119,263.13718,256.87186,250.69484,245.27534,238.51004,233.08592,227.02788,221.3399,217.22736,213.05806,210.90271,207.77,207.32684,207.23361,208.58035,208.34677,213.56856,220.8553,228.19952,235.18764,238.61093,242.84744,244.76834,246.8658,248.55124,249.33174,249.81511
60,338.1524,337.51575,339.72168,340.53445,341.92285,344.6388,347.9478,352.18484,356.6291,360.9668,364.8135,370.73083,375.52258,381.49277,387.13104,393.42743,399.1469,405.25436,411.29486,416.64066,424.60754,428.47995,433.33234,439.6395,442.94736,444.95276,445.40012,445.52582,446.22372,444.83725,445.8002
61,279.18774,276.17163,272.67242,268.10547,262.65222,256.3808,250.204,243.2846,237.04076,230.19217,224.13623,218.93073,214.04745,210.39526,207.79561,204.55151,203.58218,203.42297,204.75871,203.6573,208.83583,216.57826,224.39468,234.23146,238.61093,242.3611,245.25494,247.8266,249.52464,249.33174,249.81511
62,337.16824,336.05295,335.30298,336.09244,337.5583,339.72824,343.53018,347.7057,352.71103,357.10846,360.95798,366.87613,371.43414,376.61096,383.1362,389.2894,395.40225,401.44376,407.95093,415.23383,425.5541,426.57904,433.33234,437.24908,441.50095,442.52103,443.45367,443.60422,443.3035,442.3914,442.9066
63,277.21945,273.73364,271.6905,268.10547,263.13718,256.87186,250.204,242.78693,235.08173,229.70988,223.6543,217.48521,212.68465,207.73245,204.24463,202.25261,200.77368,201.99399,204.281,189.11995,192.74455,219.42963,226.7727,233.27528,237.64665,242.84744,245.74155,247.34619,248.55124,249.33174,249.81511
64,358.8195,358.48257,358.86945,359.2896,360.8359,362.8078,366.6001,369.1061,373.28088,377.36472,380.71756,385.66776,390.05927,394.80682,400.00336,404.46225,409.9128,414.30463,419.89352,425.08173,430.28683,434.18265,437.6128,439.6395,441.50095,441.54834,443.45367,442.64343,442.81677,442.3914,442.42432
65,288.04507,284.94846,281.50986,277.48306,273.80606,268.1661,262.47522,258.21512,252.22327,246.59009,241.96803,237.72235,232.67259,229.47873,226.43826,225.70154,225.11397,225.81042,227.68854,230.85622,235.33913,239.86435,244.84567,249.53021,253.55725,256.46515,258.8799,261.2778,261.69232,262.0502,263.8009
66,347.00974,346.29257,347.0862,347.44424,349.19708,351.0225,354.81973,359.15244,362.01645,366.272,371.07874,375.5492,380.51956,385.48697,390.23816,395.26657,401.01923,406.20703,412.25027,418.04752,422.71445,427.52948,431.42993,435.33673,436.19742,437.65756,439.07422,438.80023,438.92313,438.47803,438.0839
67,291.98166,288.84927,285.4376,280.4444,277.68567,271.6035,266.40204,259.7082,254.67207,249.00156,243.41386,238.68602,233.58113,229.47873,227.326,225.70154,224.1778,225.81042,227.68854,230.38727,235.81241,240.33958,246.27248,250.0083,254.52153,258.41055,261.31293,262.2386,263.63913,264.49606,265.2477
68,339.6286,339.46616,339.2307,339.54733,341.92285,343.65668,347.45697,351.68716,355.64957,359.03763,363.84964,368.80347,373.7055,378.82996,383.1362,389.2894,394.4661,400.4911,406.9955,411.9512,418.455,422.302,426.19827,430.0778,431.85815,433.7668,435.1814,434.95703,435.02948,434.56464,434.708
69,294.9341,291.77487,288.3834,283.8993,279.14053,274.5498,268.85626,262.6943,256.14136,249.96613,244.85968,239.16786,235.39822,231.25394,228.65762,226.16133,225.11397,226.28676,227.68854,232.73201,236.28568,241.76526,247.2237,252.87682,256.93222,259.86957,262.77277,265.121,266.5594,266.45273,267.65906
70,332.2475,331.66452,331.8662,332.6375,334.16364,338.25507,341.07593,344.2219,349.77246,353.73242,358.06635,362.5396,366.89142,372.17294,376.92197,382.85242,388.8491,394.77515,401.74075,408.19962,414.66882,418.50018,422.39346,426.73117,428.96533,431.33508,433.23495,433.03543,432.10922,432.60797,431.8144
71,298.8707,294.70047,290.34726,286.86066,282.05023,276.02298,270.32883,263.68967,258.59015,252.85988,246.78745,241.57704,236.30676,232.58534,229.10149,226.16133,225.58205,226.28676,228.16624,233.20096,238.17877,243.66617,249.12611,253.83298,258.86078,262.3013,265.69238,267.0426,268.0195,268.8986,269.58813
72,276.91873,272.8725,271.16705,268.89413,267.7028,264.2156,260.81995,255.57532,251.79005,248.12074,242.72096,238.95233,234.56404,229.42921,223.46347,219.68762,214.33661,209.9449,206.65425,201.64001,200.31273,195.96837,193.635,191.5731,191.09494,191.18039,190.09491,189.16653,190.87805,190.18825,190.8188
73,279.62195,277.1605,274.78244,270.86426,266.76886,262.00854,257.69623,252.44699,247.98213,242.25743,237.52672,231.89679,228.07574,223.80586,221.51161,218.86269,219.87013,218.64258,219.11966,222.2901,222.29648,227.75201,231.05714,234.199,235.97086,237.94751,239.8482,242.5751,241.23323,242.60837,243.73189
74,285.46432,282.9282,280.21506,278.9733,277.27997,271.71082,268.3411,261.55353,257.26028,252.11137,247.18745,245.5159,239.96483,235.41939,227.15575,224.11444,215.847,215.48099,210.68295,206.7139,205.4046,200.06305,197.70996,196.74751,196.75928,199.41832,195.77911,193.90852,197.71356,197.96883,197.11676
75,265.0442,262.07697,259.70242,256.2495,251.64702,248.51717,242.15253,239.99237,234.55519,229.2879,225.11983,217.25499,213.34631,209.52159,208.58861,205.09033,206.2766,203.04086,203.50844,206.56104,207.02086,212.39694,216.28542,219.1932,221.03761,222.5014,226.41281,228.876,227.56221,228.08463,230.08633
76,300.04208,298.01172,296.30038,293.58804,291.89774,288.69998,284.3862,274.50635,270.18994,263.08557,257.60925,263.18704,252.73033,247.86053,238.2326,236.4112,226.92323,228.06302,221.2583,217.87646,215.58836,212.3471,207.89735,208.13123,209.11783,210.23059,207.66428,207.08075,208.75554,209.89903,209.71265
77,250.4664,247.49623,244.62242,240.62685,236.02112,233.02705,229.6173,228.03595,222.62013,217.81487,212.71292,200.08875,200.08984,194.77654,193.81949,190.82611,193.18651,190.45883,190.41518,193.36891,196.32791,198.5774,204.5699,203.66998,200.95496,201.90659,205.74298,209.38112,209.1589,209.41125,210.66766
78,313.6145,313.09525,310.87772,308.2028,305.5074,301.192,299.42847,289.45187,284.61148,276.0551,269.51987,272.27505,261.568,254.3115,247.92484,241.82175,235.48213,232.59256,227.80493,224.47253,229.33643,226.67848,223.17847,222.10213,219.93156,220.528,218.51593,219.19919,221.90076,222.34796,222.30855
79,242.4235,238.9489,236.07709,232.05957,227.45207,224.53247,221.09332,220.56319,214.16612,210.83127,204.7725,189.99095,193.70709,190.1687,187.35799,185.41554,184.62761,183.41289,183.86853,186.77286,176.97879,180.66316,185.7232,189.18163,192.20097,193.66867,197.47504,200.9509,202.8492,203.18678,204.36972
80,322.1601,321.13977,318.92038,316.26608,314.07645,310.18625,307.95245,295.92825,291.57358,284.5352,277.4603,280.8582,273.8425,268.59576,257.15555,256.08597,248.57222,243.66473,238.38026,232.59076,239.01099,227.70216,233.36586,230.89862,228.68555,229.28079,227.81737,228.68318,231.36531,230.12854,230.18097
81,232.87253,229.39601,226.02376,222.4844,218.37897,213.53949,210.56372,219.56682,212.17696,206.84065,200.8023,192.5154,186.83336,182.79617,178.58882,174.10254,173.55138,174.85712,174.80396,177.63985,161.19397,186.80519,170.44211,176.2456,179.84242,181.82664,184.03964,186.19801,189.17818,189.70045,190.19933
82,310.09573,309.57574,306.35373,304.67508,302.48303,296.1952,292.40875,285.96457,278.64395,275.55627,269.51987,265.2066,258.6221,251.5468,245.61717,239.85428,233.46828,228.5663,223.77623,220.4134,217.6251,213.37077,210.95358,210.20099,209.11783,209.20085,207.14752,206.02696,208.22974,208.86163,209.18782
83,252.97981,250.01015,247.13576,241.63475,236.02112,231.02832,225.60602,220.56319,217.14989,210.83127,204.27623,195.54474,191.25218,187.404,184.12724,182.46432,182.11028,180.3932,181.3506,184.23592,184.61661,190.38803,193.87312,196.94324,199.92508,202.42146,204.70949,208.32735,209.1589,209.41125,211.19249
84,325.1762,322.14536,320.42838,319.7938,316.59674,312.68466,308.45386,301.9065,292.0709,290.52112,283.4156,278.33374,271.3876,264.90952,257.6171,252.15102,246.55836,240.14177,235.35875,231.57597,227.29968,224.11931,221.65034,218.99748,216.84193,216.40904,215.41547,214.98407,216.11687,216.1235,216.01059
85,245.43958,241.9656,239.0931,233.57144,227.45207,221.03471,215.07642,211.09767,208.69589,198.8594,191.37306,182.9225,178.48668,173.58052,169.81964,167.21637,165.9994,166.80461,167.25015,169.52162,172.90529,176.05664,180.12013,184.52466,188.08147,190.57944,193.85782,196.7358,198.11693,199.03716,199.12143
86,333.21912,330.18988,327.96838,326.84918,324.15768,319.68018,315.47357,309.87744,302.01675,299.5,291.35602,285.90707,278.26132,272.28204,264.07858,258.54532,252.59993,247.691,242.91255,237.15726,233.40993,230.26134,226.74405,224.68933,223.53615,222.07262,222.13316,222.36052,220.84914,222.34796,222.30855
87,240.41277,237.44055,233.0611,228.02792,222.91551,216.53758,210.06232,204.1231,199.7446,191.37698,182.93637,175.85405,170.631,165.74721,161.97354,158.85458,157.4405,157.74554,158.68916,160.89601,164.2491,167.35544,172.47958,176.76305,180.35736,183.88612,186.62337,188.83246,190.2298,191.25658,192.82347
